fname,pathologies,comments
62-RUE-ST-PIERRE-13005_2019_00369.pdf,"- Fissures des cloisons donnant sur la cage d’escalier et les paliers,
- Souplesse et vétusté de la structure des planchers,
- Le nombre des désordres qui affectent la dernière partie de la volée d’escaliers
arrivant au 3° étage fait la gravité de la situation :
- désalignement du limon,
- fissure de la sous-face de l’escalier à la sortie du virage,

- cassure du limon avant l’arrivée sur le palier,
- affaissement des tomettes d’une marche située au-dessus de la cassure du
limon,
- Les désordres observés sous le palier ainsi que sur le haut de la cloison
séparative de l’appartement du 2° étage et du palier portent le signe d’infiltrations
chroniques propres à endommager les bois d’enfustage, voire les
poutres et leurs encastrements,
- Le nombre des désordres constatés sur la volée d’escaliers arrivant sur le palier
du 3° étage représente un risque d’effondrement. Compte tenu de leur
emplacement, ces désordres constituent un danger pour la sécurité des occupants
de l’immeuble,
- Concernant le plafond du 3° étage, si les bois situés dans l’environnement du
dégât des eaux n’ont pas été vérifiés et changés ou confortés s’ils devaient l’être,
il y a un risque d’effondrement de cette partie du plancher,

",
62-rue-sainte-cecile-13005_2019_00045.pdf,"- maçonneries de la cage d’escalier instables menaçant de s’effondrer entre le
3ème et le 4ème étage arrière .

- effondrement de la toiture et du faux-plafond de l’appartement situé au 4ème
étage arrière (en fond de parcelle).

",
64-RUE-D-AUBAGNE-13001_2019_00223.pdf,"- Sous le porche, parties dégradées sur le linteau de l’entrée, sur quelques
voûtains, sur le linteau au droit du chéneau en limite de la parcelle 339, linteau
dont le coffre menace de tomber,

- Dans la cage d’escalier, fissures et cloques d’enduit sur les murs, le limon de

l’escalier et en sous-face des volées,
- Dans l’appartement du 4ème étage, importante fissure verticale située sur le mur
mitoyen avec l’immeuble du 62 rue d’Aubagne 13001,

- Dans le séjour de l’appartement du 4ème étage, plusieurs manques de carreaux
de couvert sur la couverture apparente et nombreuses traces d’infiltration sur la
charpente endommagée,

- Dans l’appartement du 4ème étage, risque d’effondrement du balconnet donnant
sur la cour arrière, sachant qu’il est déjà soutenu par un étaiement

- Dans l’appartement du 4ème étage, souplesse anormale du plancher,

- Maintenir l’immeuble dans le périmètre de sécurité existant tant que le risque de
péril imminent n’est pas levé,

- Passer une mission de maîtrise d’œuvre complète à un homme de l’Art
(architecte ou bureau d’études de structure) pour qu’il étudie les causes et les
remèdes des désordres constructifs rapportés ci-dessus, et qu’il établisse un cahier
des charges (Cahier des Clauses Techniques Particulières) des travaux de
sécurisation immédiate, des travaux pérennes et des travaux d’embellissement se
rapportant aux réparations et aux consolidations nécessaires, et qu’il supervise
notamment les tâches et les travaux suivants :

- Coté cour de l’appartement du 4ème étage, démolir le balcon et l’édicule et
purger la façade,

- A tous niveaux jusqu’au bon sol y compris dans le cage d’escalier, étayer afin de
soutenir les planchers souples,

- Dans la cage d’escalier, purger toutes les parties d’enduit non adhérentes,

- Sous le porche ente les parcelles 339 et 340, purger le chéneau dégradé,

- Sous le porche, purger les enduits non adhérents sur les voûtains,

- Sous le porche, afin de protéger l’accès à la parcelle 339, construire un tunnel de
protection rigide dépassant de trois mêtres au moins dans la cour arrière,

- Passer une mission de coordination Sécurité et Protection de la Santé pour la
réalisation des travaux sur la base du CCTP établi par l’homme de l’Art.

- À la fin des actions et travaux ci-dessus mentionnées, produire à la ville de
Marseille, une attestation établie par l’homme de l’Art se prononçant à ce stade de
sécurisation, sur la possibilité d’une levée du risque de péril imminent, et
notamment le retrait du périmètre de sécurité.

",
64-cours-julien-13006_2018_03022.pdf,"Sous-sol 2ème salle :

- Le faux plafond présente une fissure de décollement le long du support du
voutain.

- Dans cette salle, nous relevons sur le mur une fissure verticale sur toute la
hauteur.

Hall d'entrée :

- Trois marches de la première volée de l’escalier &--mmmenvre-son-uaevenues
dangereuses et sont prêtes à s’effondrer.

- Le support des marches est très dégradé avec l’effondrement de la partie plâtrée.
- Les bois du coffrage perdu sont vermoulus.

- Le palier du premier étage

- Le palier du ler étage présente une déstructuration du revêtement de sol situé
devant le départ de la deuxième volée.

- La volée d’escalier présente une amorce de fissure en sous face du démarrage de
la volée suivante.

Palier du 4ème étage :

Le palier présente les désordres suivants :

- Une fissure horizontale sur la cloison séparative de la cage d’escalier et de
l’appartement.

- Une fissure horizontale le long de la poutre plâtrée du palier.

- Une fissure horizontale le long du mur mitoyen.

L'appartement du ler étage à gauche présente :

- Une fissure en forme de « L » inversé à la hauteur du bouton de la sonnette sur la
face palier.

Appartement 2ème ETAGE porte droite :

- Une fissure verticale démarrant de l’angle supérieur droit de la porte pour finir
dans l’angle supérieur droit du décroché et du plafond de la cloison du

séjour/chambre.
- Une fissure en arc de cercle sur la cloison de séparation du séjour et de la
cuisine.

Appartement 2ème ETAGE porte gauche :

- Humidité dans le séjour en cueillie du plafond et de la façade.

- Une fissure sur la cloison séparative entre du séjour et de la salle de bains.

- La perte de maçonnerie instable de l’appui de fenêtre de la cuisine avec chute.
Appartement 3ème ETAGE porte droite :

- Une trace d'infiltration d’eau dont la fuite serait réparée.

- Une fissure d’environ 1m sur le plafond en canisse plâtrée.

- Un volet perdant ses lattes du ""persiennage"".

Appartement 4ème ETAGE porte gauche :

- Une forte humidité permettant le développement de moisissures le long de la
façade dans le séjour et dans la chambre, ainsi qu’au plafond rampant de la
chambre.

",
68-rue-clovis-hugues-13003_2018-12-24_pi_2018-03472.pdf,"- les maçonneries instables des enduits de façade sur rue menacent de tomber et de blesser
les piétons.
- les maçonneries instables des marches de la première volée d’escalier de l’immeuble

menacent de s’effondrer et de blesser les occupants.
- l’état des planchers bas de tous les niveaux et de la toiture présentent des mouvements
pouvant entraîner un effondrement avec risque de blesser les occupants.

",
7-AVENUE-ALPHEE-CARTIER-13003_2019_00687.pdf,"- Dans la cage d’escalier :
- fissuration avec renflement du mur sous paillasse de la 1ère volée d’escalier,
- renflement du plan incliné revêtu de faïences murales au niveau du palier du
1% étage,
- mise en place non conforme des étais entre la première et la deuxième volée,
et entre la deuxième et la troisième volée, les planches de répartition étant bien

trop courtes,
- parties d’enduits manquantes en sous-face et fissuration de la paillasse, au
niveau des étais,
- fissuration à la jonction du plancher haut du 3° étage avec le mur de la cage
d’escalier,
- En façade arrière (Nord/Ouest) :
- au troisième étage, fissure traversante du linteau se propageant à l’axe des
baies, et fissure filante au niveau de l’allège,
- forte dégradation du chevronnage de l’avancée de toiture, cassé en partie et
ayant pour conséquence un support de la gouttière non assuré,
- En façade Sud-Est, dégradation du joint de l’élément d’extrémité de la corniche
en pierre de taille assurant la liaison avec l’élément suivant,

",
7-RUE-RODOLPHE-POLLAK-13001_2019_00751.pdf,"- Sur la façade sur rue : éclats de maçonnerie sur appuis de fenêtre, effondrement
de l’encoffrement au dessus de la porte d’entrée, volets bois et gouttière à
entretenir.

- Dans la cage d’escalier : fragilisations du mur mitoyen et de la volée d’escalier

suite aux passages non rebouchés de canalisations , f SSUTATIOIT UCS ITAÇOUIIETICS AU
droit du puits de lumière, fissures sur cloisons au rez de chaussée.

-_Au premier étage : dans les deux appartements sont en chantier (réfection du
plancher dans celui de droite, réfection totale dans celui de gauche),
effondrements partiels du plafond en canisse plâtrée.

- Au deuxième étage :
- dans l’appartement de gauche, surcharge du plancher de la cuisine et

absence d’étanchéité du sol de la salle de bains.

- dans l’appartement de droite, traces d’infiltrations dans le plancher du
balcon ; désordre général sur les faux plafonds pouvant entraîner des chutes
partielles ; surcharge du plancher du salle de bains et de la cuisine ; déformation
du plancher du couloir et d’une chambre, fissurations.

- Au troisième étage :

- dans l’appartement de gauche, effondrement partiel du faux plafond ;
déformation importante de la poutre de chevêtre avec fissuration de la cloison en
imposte de la porte palière.

- dans l’appartement de droite : différence anormale du niveau du sol entre
le séjour et l’alcôve.

- Au quatrième étage :

- dans l’appartement de gauche, surcharge générale du plancher.

- dans l’appartement de droite, chantier de réfection totale, en cours de
travaux.

",
7-boulevard-de-briancon-13003_2019_00039.pdf,"- immeuble en très mauvais état général, la façade n’est pas en bon état, les
huisseries sont complètement à refaire, ainsi et surtout la toiture.
- une poutre porteuse de l’étage est fendue en deux, cette poutre est prise en

sandwich par 2 IPN et maintenu par des tiges filetées-
Ces IPN sont fixés par des tirefonds ou tiges filetées sur des poutres
perpendiculaires, le poids du plancher plus le poids propre des IPN font flancher
et plier les poutres servant de support.

- la poutre de ce ler étage est pliée par la charge, faisant apparaître un
affaissement du plancher du 1er niveau.

- la sous face de l’escalier présente un véritable danger, les traverses ne sont plus
fixées correctement sur la maçonnerie, maintien de l’escalier par des chevrons
sans maintien ni accroche, écroulement de la chape sur le plafond du dessous. État
général du plancher dégradé

- logements étage: plafond de la salle d’eau moisie et non isolée, grand état
d’insalubrité général, plafond d’une chambre écroulé par les infiltrations d’eau de
pluie de la toiture

",
7-rue-de-st-antoine-13002_2019_00112.pdf,"- Les 2 murs latéraux de la cour intérieure, fermée sur l’escalier présentent une
importante dislocation structurelle. Les intempéries aggraves les désordres de ces

façades déjà très déstructurées. La verrière de couvenure-ae--courerceeres
maçonneries sur lesquelles elle est posée laissent entrer l’eau dans les murs
latéraux, aucune gestion des eaux pluviales en pied de verrière n’a été mise en
oeuvre ce qui aggrave la situation, les maçonneries situées en dessous, exposées
de façon récurrente aux intempéries vont se dégrader rapidement et
irrémédiablement. Ces 2 murs latéraux peuvent s’effondrer et chuter dans les
cours en contrebas : cour de l’immeuble susvisé au risque d’atteindre l’escalier
ouvert sur cette cour et cour du 9-9a rue Saint Antoine (parcelle 202808 D0146),

- Le mur mitoyen avec l’immeuble 6-8 rue des belles écuelles (parcelles 202808
D0132 et D0133) situé en arrière de bâtiment en s’écartant peut entraîner
l’effondrement de la première travée de solives, ces dernières pouvant se desceller
de l’ouvrage et se retrouver alors en porte-à-faux.

",
7-rue-du-pont_13007_pi_2019_00049.pdf,"- Depuis le Chemin du Pont, nous voyons le mur de soutènement surplombant la
voie. Il est constitué en partie de roche surmontée d’une jardinière maçonnée
constituée d’éléments disparates et vétustes.

- Nous apercevons également d’importantes fissures.

- En remontant vers le portillon du n°4, le mur ancien présente un enduit dégradé.

ID; 013-211300553-20190105-2019 00049 VDM-AR

- Sur le mur de soutènement du n°2 rue du Chemit-au-pons-ane-partre-cunrar
située au-dessus de la roche s’est en partie effondrée. Le muret du n°4 constitué
d’une jardinière est lié à l’ouvrage du n°2 et de même composition.

- Nous nous sommes rendus ensuite dans le jardin sur la partie supérieure.

- Derrière la jardinière se trouve un escalier qui donne sur un replat végétalisé. A
cet endroit, le muret maçonné est très dégradé. Une rambarde en métal a été
posée.

",
7-rue-du-village-pi-13006_2018_03010-edited-3.pdf,"- Risque de chute d’éléments instables de maçonnerie de l’immeuble sur la voie
publique pouvant blesser les piétons.

- Revêtement de sol de l’appartement du dernier étage pouvant blesser les
occupants.

- Risque de chute d’éléments instables de la menuiserie des volets de l’immeuble
sur la voie publique pouvant blesser les piétons.

- Présence d’humidité permanente à la base du MUT MOYEN CT SOUS-SOT AVEC
l’angle de la façade sur rue pouvant, par le jeu de cycles de sècheresse et de
pluviométrie, créer des chutes d’enduit sur la voie publique.

",
71-RUE-CHATEAU-JOLY-13002_2019_00753.pdf,"- Dans l’appartement du rez-du-chaussée, révélant de graves désordres
structurels :
- fléchissement des ossatures primaires et secondaires du plancher haut du rez-
de-chaussée,
- effondrement des plafonds laissant apparaître des trous béants dans ledit
plancher et des bouchements aléatoires et non restructurants,

- destructuration des murs porteurs et mitoyens,

- infiltrations par défauts d’étanchéité des réseaux d’évacuation EU/EV ou
d’adduction EP des logements sus-jacents générant un état mouillé du
cloisonnement séparatif du logement,

- Dans la cage d’escaliers :

- renflement imposant sur le mur, entre le rez-de-chaussée et le 1° étage,
- fissuration des murs et de la dalle haute, au 3e étage,

- Dans l’appartement du 1% étage, fléchissement du faux plancher dont les
lambourdes du faux plancher s’appuient sur le plancher haut du rez-de-chaussée,
en très mauvais état, via des poinçons en bois de section 30/60mm qui
concentrent les efforts sur ce support fragilisé et non consolidé préalablement,

- Dans l’appartement du 2ème étage :

- fléchissements et défauts de planéité importants d'environ 8cm,
- désordres par humidification du plancher bois sous-jacent dus à des fuites sous
la conduite d'évacuation des eaux usées du bac à douche,

- Dans l’appartement du 3ème :

- fissuration de la dalle haute et des murs de la cage d’escaliers,
- fissure horizontale sur le mur de la terrasse,

",
71-RUE-DE-LA-LOUBIERE-13001_2019_00273.pdf,"- Le constat au 71 et 73 relevant de l’instabilité structurelle commune des murs
pignons et façade, du manque de gestion des eaux de pluie et du nombre important
de fissures
- Présence de différentes fissures dans les parties communes et escaliers indiquant

un mouvement structurel du bâtiment avec un risque mporant-e-errorraremet

- Présence d’une fissure importante traversante au rez-de-chaussée

- Importantes fissures traversantes sur le mur pignon et façade ;

- Le confortement de l’escalier ;

- Le plancher de la cuisine du 1” étage présente un affaissement important des
enfustages défectueux ;

- Présence de différentes pathologies dans l’arrière-cour ;

- Présence de fissures verticales sur la façade, notamment sur différents tableaux
ainsi que sous le porche ;

- Constat d’infiltrations d’eau.

",
71-rue-d-aubagne-13001_2018_03263.pdf,"- L’immeuble du n° 69 rue d’Aubagne est partiellement démoli et au-dessus du
mur mitoyen subsiste un ensemble de cheminée du n° 71 en équilibre instable
- L’angle de l’immeuble partiellement arraché présente également un équilibre
instable au niveau de la rue d’Aubagne.

",
71-rue-d-aubagne-13001_2019_00271.pdf,"- L’immeuble du n° 69 rue d’Aubagne est partiellement démoli et au-dessus du
mur mitoyen subsiste un ensemble de cheminée du n° 71 en équilibre instable
(portée par la note du 8 décembre 2018)

- L’angle de l’immeuble partiellement arraché présente également un équilibre
instable au niveau de la rue d’Aubagne. (portée par la note du 8 décembre 2018)

- La présence d’une fissure d’écrasement au niveau de l’allège de la fenêtre
gauche au 2ème étage et des traces de fissures semblables, moins prononcées, au
niveau des 3ème et 4ème étages.

- une fissure oblique au-dessus de la porte d’entrée de l’immeuble
et dans la cage d’escalier :

- Des fissures rouvertes aujourd’hui, qui avaient été précédemment rebouchées et cela
principalement sur le mur mitoyen du n°69.

- Une fissure dans une cloison en carreaux de plâtre dans le comble.

",
72-RUE-SAINT-PIERRE-13005_2019_00685.pdf,"- Dégradations et fissurations des façades avant et arrière de l’immeuble,
notamment au niveau des soubassements,

- Dégradations et fissurations dans les communs de l’immeuble sur les volées de
marches, les murs et les plafonds de la cage d’escalier à tous les niveaux,

- Présence de traces d'humidité dans les communs,

- Effondrement du plancher haut de la salle de bain de l’appartement du R+1
droite,

- Travaux en cours du plancher haut de l’appartement du R+1 gauche,

- Effondrement du sol de la salle de bains de l’appartement du R+2 droite,

- Humidité et fissuration du plancher côté fenêtre dans l’appartement du R+2
gauche.

",
73-RUE-CLOVIS-HUGUES-13003_2019_00285.pdf,"- La toiture en tuiles présente :
- une absence de chéneau créant des infiltrations d'eau dans le mur de
façade sur rue,
- des zones de tuiles sont désorganisées et deviennent dangereuses,
- le vasistas de sortie du trou d'homme est ouvert et une vitre est cassée,

- des éléments instables de la couverture ët-ùes-soueres-ue-crenes
menacent de tomber et à terme de choir sur la voie publique ou sur
l'immeuble mitoyen,
- des tuiles rondes cassées laissant un trou béant à l'eau de pluie,
- des tuiles de rive se désolidarisent et tombent sur l'immeuble voisin,
- des enduits de souches de cheminée se désolidarisent et tombent sur la
couverture,

- La façade sur rue :
- continue de se dégrader, particulièrement au niveau des modénatures des
appuis de fenêtres, des gonds des fenêtres et sur l'arête du dernier étage.
- fissuration des enduits de façade dans l'angle supérieur droit de
l'immeuble.

- À l’intérieur :
- un effondrement partiel du faux plafond en lambris du séjour et un
mouvement de vague dû aux infiltrations d’eau.
- fissuration de la cloison de la cuisine.
- Le mur mitoyen présente :
- côté rue ou cuisine, deux fissures,
- côté arrière ou chambre, une fissure en biais.

",
73-RUE-D-AUBAGNE-13001_2019_00819.pdf,"« La vétusté avancée de ce bâtiment est sans équivoque et nécessite une intervention généralisée sur

* les planchers

- les façades

- les escaliers

- la toiture

- les fluides

- le mur de fond de parcelle voisin de la parcelle sise 28, cours Lieutaud — 13001
MARSEILLE,
L’instabilité structurelle de ce bâtiment est aggravée par des ruissellements d’eau fragilisant
l’ensemble des pieds de façade.
Les services techniques de la ville nous ont précisé avoir fait couper par les services compétents
l’ensemble des réseaux d’eau. La présence d’humidité peut donc être liée à des résurgences d’eau.
L’instabilité et l’effondrement en cours du mur de soutènement est aggravé par la présence de
cavités sous le jardin du 73 rue d’Aubagne.
- Instabilité structurelle des bâtiments généralisée (immeubles A et B + maison en fond de cour)
- nombre important de fissures structurelles sur les immeubles (baâtiments A et B) rue d’Aubagne,
ainsi que sur la maison dans la cour et le sol de la cour,
- effondrement en cours du mur de soutènement en fond de cour, voisin de la parcelle sise 28, cours
Lieutaud — 13001 MARSIELLE
- Instabilité des couches stratifiées de la structure de la cave voûtée dont l’accès se fait par
l’immeuble sis 71, rue d’Aubagne et située sous la cour de l’immeuble sis 73, rue d’aubagne. »

",
73-RUE-DE-LA-LOUBIERE-13005_2019_00334.pdf,"

- Le constat au 71 et 73 relevant de l’instabilité straciorene-conmrane-tes-trars
pignons et façade, du manque de gestion des eaux de pluie et du nombre important
de fissures ;

- Fissures importante sur le mur de refend du 71 ;

- Cisaillement très important du pied de façade étant à l’origine du péril et de
l’instabilité évolutive avec un risque d’effondrement ;

- Constat d’une évacuation fuyarde engendrant ce mouvement de pied de façade ;
Cisaillement franc évolutif du pilier reprenant la descente de charge de
l’immeuble de l’angle gauche côté cour ;

- Fissurations diverses sur les murs, dans les parties communesainsi que sur le
pignon et les façades (notamment de très larges fissures sur celle arrière) ;

- Constat d’un chantier en cours au 1° étage ;

- Surcharge du plancher par sable et carreaux en double épaisseur ;

- Faux plafond de l’appartement du 3ème étage pris sur les canisses ;

- Doublage du mur mitoyen en brique fragilisé ;

- Fissures anciennes traitées par des rustines ;

- Local du rez-de-chaussée largement impacté ;

- Présence de différentes pathologies dans l’arrière-cour notamment une toiture
déposée;

- Constat d’infiltrations d’eau et de bâches plastiques mises en œuvre.

- Mise en sécurité du bâtiment afin d’éviter tout risque d’effondrement suivant les
préconisations d’un bureau d’étude technique qualifié (étresillonnage de
l’ensemble des ouvertures du rez-de-chaussée sur cour et sur rue, des 3 niveaux
supérieurs et étaiement) ;

- Canalisation des ruissellements de pluie dans la cour arrière afin d’éviter toute
aggravation et réparation des réseaux d’évacuation enterrés détériorés ;

- Rebouchage des sondages réalisés par erreur au sol ;

- Étude et sondage de l’ensemble des planchers ;

- Étude et sondage des murs pignon et façades ;

- Vérification par un bureau de contrôle qualifié la réalisation des travaux ;

",
74-RUE-D-AUBAGNE-13001_2019_00410.pdf,"- Constat depuis un petit local situé derrière le hall, d’un désordre structurel du
plancher du 1er étage derrière la cage d’escalier.

- La première volée d’escalier est décroutée en sous-face et assez dégradée.

- Au niveau de la cave, nous constatons, que le tuyau d’évacuation des eaux

pluviales est percé.
- Dans le hall d’entrée, la cloison entre le local et la cage d’escalier est en
compression et fait un ventre important et menace de s’écrouler.
- Au Sème étage , le sol en tomettes est très dégradé dans le séjour côté rue, ainsi
que le plafond du niveau inférieur.
- Au 4ème étage, les deux appartements totalement insalubres présentent :
- côté rue dans la cuisine : une fissure en plafond et verticalement
- côté rue dans le séjour, le plafond est déstructuré et présente des traces de
coulures dans l’alcôve.
- côté cour dans la cuisine des fissures au plafond et une importante fissure
au niveau du linteau de l’ouverture.
- le volet de la pièce du fond est en ruine.
- la sous-face du balcon du 4ème étage, vue depuis le 3ème étage présente
des fissures au niveau du linteau.
- Le plancher de la salle de bain est dégradé
- Les planchers situés autour des zones des salles de bains et à tous les niveaux du
bâtiment sont très dégradés.
- Au 3ème à l’emplacement des sanitaires le plancher visible depuis le 2ème étage
est dégradé.
- Dans la courette arrière couverte par une onduline et recouvertes de feuilles ne
permet pas un entretien du dispositif d'évacuation des eaux de pluie. Les
cafouches à tous les niveaux sont dans un état vétuste et dégradé et menacent par
endroit de s’écrouler. La tenue du balcon et de son fer de rive est aussi douteuse.
Sur l’ensemble des gros murs, il y a des fissures importantes en linteaux et sur les
murs porteurs en plusieurs endroits.

",
76-rue-nationale-13001-2018-pi_2018_03447.pdf,"- Maçonneries situées en bordure de toiture instables qui menacent de tomber et

blesser les piétons
- Fissures et éclats en façade sur rue qui menacent de tomber et blesser les piétons
- Volées d’escaliers présentant des fissures et un enduit plâtre menaçant de tomber
et blesser les occupants

",
79-RUE-CLOVIS-HUGUES-13003_2019_00290.pdf,"- La cage d’escalier présente les désordres suivants :
- la fissuration périphérique le long des deux bases du tronc de pyramide
constituant le puits de lumière, avec un décollement de l’enduit,
- l’importante fissuration entre le puits de lumière et la trappe d’accès aux

combles,

- les fissures dans les angles du plafond et le bord du puits de lumière se
prolongeant en retombée sur toute la hauteur du mur mitoyen,

- fissure horizontale le long de la poutre du chevêtre de la cage d’escalier,

- Les volées de l’escalier présentent :

- des fissures dans le quart tournant : ces fissures se situent en sous face de la
volée et se retournent le long de la paroi entre l’appartement et la cage
d’escalier sur toute la hauteur,

- une fissure verticale sur toute hauteur se situe sur la paroi du rez-de-
chaussée,
- Le limon des volées d’escalier présente :
- un décollement de d‘enduit de la sous face du palier,

- un éclat d’enduit sur le giron de l’escalier,

",
79-rue-d-aubagne-13001_2018_03310.pdf,"- Façade présentant à tous les niveaux des fissures orientées vers le n° 81

",
8-RUE-CAPITAINE-GALINAT-13005_2019_00611.pdf,"- La façade sur rue est en très mauvais état. Le linteau en béton semble avoir été

purgé en partie, des traitements des aciers sont visibles. De gros morceaux

d’enduit menacent de tomber. Sur les parties les plus détériorées, nous voyons la

constitution du mur, un mélange de pierres, de briques, des poutres en bois (nez de

plancher) sont visibles. On constate également un désaffleurement et une

importante partie de maçonnerie constituant l’allège snuee-aumrveatretacaxienre
étage complètement désolidarisée de la structure.

- La façade sur cour présente une importante lézarde verticale dans l’angle du mur
de la façade du côté de l’école. Le balcon visible est complètement détérioré, la
structure est très largement oxydée, les matières maçonnées sont partiellement
tombées. L’ensemble n’est plus maintenu et menace de tomber.

- une façade sur cour qui présente notamment, une importante lézarde dans le mur
pignon constituant un risque de basculement de la façade latérale sur l’école
voisine, un balcon structurellement dégradé qui menace de s’effondrer sur
l’arrière du garage construit dans la cour arrière,

- L'appartement du deuxième étage sur cour présente de multiples fissures sur les
cloisons, sur les plafonds. Nous retrouvons les fissures que nous avons vues sur la
façade sur cour, dans l’angle. Cette lézarde est traversante. Les planchers sont
affaissés par endroit et plus particulièrement vers l’immeuble mitoyen n°10. Nous
trouvons des affaissements sous la forme de cassure dès le seuil de l’entrée. Dans
le couloir, nous observons un affaissement de plus de 5cm (entre le sol et la
plinthe). Les affaissements des planchers et les fissures de cet appartement sont
particulièrement inquiétants et dénotent un affaiblissement de la structure de
l’immeuble au deuxième étage.

- La cage d’escalier de parties communes qui permet l’accès au premier et
deuxième étage présente des fissures en sous-face de la volée, des fissures au
niveau des planchers sur les murs d’échiffre, une fissure reprise sur un des murs
séparatifs entre l’appartement du premier et du deuxième étage. De plus un dégât
des eaux est présent sur le mur de la façade ainsi qu’un important affaissement sur
le seuil du deuxième étage.

",
8-RUE-DE-ROME-13001_2019_00549.pdf,"- Fissures structurelles de l’immeuble sur la façade avant côté rue de Rome et côté
rue Vacon,

- Façade faisant un ventre au niveau de la rue Vacon et de la rue de Rome,

- Présence d’éléments métalliques menaçant ruine sur la façade côté rue de Rome,

- Dégradation structurelle des volées de marches sur tout l’escalier de

l’établissement, à chaque niveau,
- Fissures structurelles sur les murs des communs ainsi que dans les locaux visités
du 1° étage,
- Présence d’humidité, de fissures structurelles et de corrosion des aciers sur le
plancher haut et les murs de la cave,

",
8-RUE-FORTIN-13005_2019_00614.pdf,"- Fissures sur les façades avant et arrière de l’immeuble,

- Dégradations des marches des volées d’escaliers,

- Dégradations et fissurations des volées d’escaliers,

- Présence d’une humidité importante dans les communs de l’immeuble,

- Dégradations et fissuration des communs de l’immeuble,

- Fissures et humidité importantes dans l’appartement visité du R+1,

- Humidité et fissures dans l’appartement du rez-de-chaussée,

- Effondrement d’une partie du plafond dans la salle de bains du rez-de-chaussée,
- Dégradations et corrosion des aciers de l’escalier extérieur

",
8-place-de-strasbourg-paul-cermolacce-13003_2019_00150.pdf,"Façade sur rue :
- De nombreux eclats et fissurations sont visibles, avec des risques de chutes de

petits éléments sur le domaine public. On remarque quelques taches d’humidite,
des cordons dégradés et exposés aux intempéries.

- D’importants eclats sont presents au droit des scellements des garde-corps,
fragilisant ces derniers. On remarque également que certains garde-corps en fonte
sont dégradés et de ce fait, risquent de ne plus répondre aux normes de sécurité.

- Les enduits présentent des boursouflures en écaille de taille importante et

pouvant se détacher a la moindre sollicitation. Les-preceaentes-reparations-ûes
moulures de balcons n’ont pas tenu et sont sur le point de se détacher. On
remarque l’importance de la taille de l’éclat se trouvant au 3eme étage au-dessus
du domaine public.

Après la purge complète des éléments de façade sur la place de Strasbourg
réalisée le 09 janvier 2019, cette façade ne présente plus de péril grave et
imminent.

Façade sur cour :
- Les fers de structure sont totalement corrodes et pratiquement disloques.

- Des éléments de serrurerie sont détachés, fragilisant encore les garde-corps. Des
réparations des nez de balcon en rives ont été pratiquées sommairement, en créant
une sorte de batardeau qui ne fait qu’empirer la situation en maintenant de l’eau
captive sur la dalle du balcon. D’importantes fissures sont visibles.
- Des éléments de serrurerie sont détachés, fragilisant encore les garde-corps. Des
réparations des nez de balcon en rives ont été pratiquées sommairement, en créant
une sorte de batardeau qui ne fait qu’empirer la situation en maintenant de l’eau
captive sur la dalle du balcon. D’importantes fissures sont visibles.
- Au-dessus du rez-de-chaussée, le garde-corps et l’accroche de l’escalier sont
entièrement disloques.
Les rambardes du garde-corps sont rompues en plusieurs point, la rouille ayant
fait disparaître toute matière par endroit. L’escalier est dangereux et ne doit pas
être utilise.
La cour présente d’importants risques de chutes d’éléments.
Certains éléments de maçonnerie présentent des fissurations importantes
nécessitant une intervention de remise en état.
- La dislocation des UPN, en rive des balcons entraîne deux risques majeurs :
- La rupture de l’accroche des garde-corps en pied du balcon avec la chute
potentielle des utilisateurs ;
- La perte de toute cohésion entre les IPN et chaque voûtain pouvant
entraîner l’écartement de deux IPN et par la suite la chute d’une partie du
balcon.

Appartement du 4ème étage sur rue :

- La douche de l’appartement provoque une venue d’eau dans les planchers qui
montrent des signes de fatigue. La fuite est récurrente a chaque utilisation de la
douche. Le plancher doit être rapidement repris et consolide pour palier tout
risque d’effondrement. Des travaux de rénovations sont nécessaires à court terme.
- On observe des fissures horizontales et des dégradations de parements faïence
sur les murs et des carrelages au sol. On remarque l’humidité très importante au
droit des sols et des pieds de murs. Les murs et les planchers, gorgés d'humidité
se dégradent très vite.

On observe un phénomène de tassement et d’affaissement sous le bac a douche.
Les mouvements de sol témoignent de l’affaiblissement structurel du plancher a
cet endroit.

",
80-RUE-PERRIN-SOLLIERS-13006_2019_00384.pdf,"- Présence de multiples fissures confirmant les différents mouvements structurels
impactant la façade et les murs pignons;

- Les enduits extérieurs n’ont plus d’adhérence et se décroûtent par plaques ;

- Constat d’un sondage réalisé par le BE indiquant l’instabilité des sols (limons) ;
- Reprise en sous-œuvre réalisée antérieurement très instable ;

- Multiples stigmates de tassement différentiel du bâtiment dans les appartements ;

-Affaissement important des plâtreries et canisses du-éermrer-crage-to-mivede-a
puits de lumière ;

- Désolidarisation du linteau en pierre de taille ;

- Cisaillement de l’allège de maintien des gardes corps ;

- Décollement du limon de la volée d’escalier ;

- Report de fissure intérieure correspondant à la fissure traversante verticale du
mur pignon indiquant un tassement différentiel ;

- Nombreuses fissures à tous les niveaux de l’immeuble ;

- Fissure indiquant l’instabilité des planchers ;

- Flambage de poutre confirmant l’instabilité ;

- Désolidarisation des enduits assurant l’imperméabilité des murs principaux.

",
